cod_unidad	glosa_reng	cve_debe_haber	monto_mo	factor_conv_mo_mn	nro_centro	cod_moneda	cod_movimiento	fecha_dia	nom_movimiento	nom_moneda	nom_persona	exponente_escala	monto_mn	compute_0015	compute_0016	nro_afectable	glosa_comprob	cve_tipo_comprob	nro_comprob	nro_aprobacion	nro_reng	nom_centro	fecha_hora	cod_mayor	nom_mayor	cod_tipo_cuenta	desc_tipo_cuenta	cod_persona	cod_moneda
D0011		D	1434,16	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	9838,34	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO FORTALEZA SOCIEDAD ANONIMA (BANCO FORTALEZA S.A.) CON NUMERO DE SOLICITUD = 6396598 Y NUMERO CORRELATIVO = 142622010730312403                                                            	Q	1557792	411	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	50898,89	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	349166,39	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO PARA EL FOMENTO A INICIATIVAS ECONOMICAS S.A.- BANCO FIE S.A. CON NUMERO DE SOLICITUD = 6396597 Y NUMERO CORRELATIVO = 142622010730312402                                                	Q	1557793	412	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	265965,56	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	1824523,74	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO ECONOMICO S.A. CON NUMERO DE SOLICITUD = 6396596 Y NUMERO CORRELATIVO = 142622010730312401                                                                                               	Q	1557794	413	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	30,00	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	205,80	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO DE LA NACION ARGENTINA CON NUMERO DE SOLICITUD = 6396594 Y NUMERO CORRELATIVO = 142622010730312399                                                                                       	Q	1557795	414	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	190298,56	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	1305448,12	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO NACIONAL DE BOLIVIA S.A. CON NUMERO DE SOLICITUD = 6396591 Y NUMERO CORRELATIVO = 142622010730312396                                                                                     	Q	1557796	415	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	399179,96	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	2738374,53	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO MERCANTIL SANTA CRUZ SA. CON NUMERO DE SOLICITUD = 6396592 Y NUMERO CORRELATIVO = 142622010730312397                                                                                     	Q	1557797	416	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	306372,23	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	2101713,50	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO DE CREDITO DE BOLIVIA S.A. CON NUMERO DE SOLICITUD = 6396593 Y NUMERO CORRELATIVO = 142622010730312398                                                                                   	Q	1557798	417	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 09:53:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	14,35	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	98,44	0	0	009416	M08T PAGO DE PMND NO CUBIERTA MLD ACH UNILINK DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A MODULO DE LIQUIDACION DIFERIDA (MLD) CON NUMERO DE SOLICITUD = 6396637 Y NUMERO CORRELATIVO = 142601072022100503599164156430                                                          	Q	1557815	453	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 10:07:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	20472,86	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	140443,82	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE COOPERATIVA DE AHORRO Y CREDITO ABIERTA "JESUS NAZARENO" R.L. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398316 Y NUMERO CORRELATIVO = 860010720221320434521164157604                                           	Q	1558128	1535	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	169710,27	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	1164212,45	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE BANCO DE CREDITO DE BOLIVIA S.A. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398310 Y NUMERO CORRELATIVO = 903010720221320428249164157604                                                                        	Q	1558129	1536	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	153317,03	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	1051754,83	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE BANCO BISA S.A. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398312 Y NUMERO CORRELATIVO = 928010720221320422646164157604                                                                                         	Q	1558130	1537	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	10357,02	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	71049,16	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE BANCO SOLIDARIO S.A. BANCOSOL S.A. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398314 Y NUMERO CORRELATIVO = 931010720221320427974164157604                                                                      	Q	1558131	1538	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	303879,67	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	2084614,54	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE BANCO NACIONAL DE BOLIVIA S.A. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398306 Y NUMERO CORRELATIVO = 901010720221320413955164157604                                                                          	Q	1558132	1539	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		H	411897,21	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	2825614,86	0	0	009416	 M03T PAGO DE PMND NO CUBIERTA ACCL DE BANCO MERCANTIL SANTA CRUZ SA. A ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) CON NUMERO DE SOLICITUD = 6398308 Y NUMERO CORRELATIVO = 902010720221320413470164157604                                                                          	Q	1558133	1540	2	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:23:34	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	240,00	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	1646,40	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A "LA PROMOTORA" ENTIDAD FINANCIERA DE VIVIENDA CON NUMERO DE SOLICITUD = 6398332 Y NUMERO CORRELATIVO = 142622010710312502                                                                      	Q	1558162	1574	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:30:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	682,00	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	4678,52	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A COOPERATIVA DE AHORRO Y CREDITO ABIERTA LA MERCED R.L. CON NUMERO DE SOLICITUD = 6398329 Y NUMERO CORRELATIVO = 142622010710312499                                                             	Q	1558163	1575	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:30:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	715,27	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	4906,75	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO PYME "ECOFUTURO" S.A. CON NUMERO DE SOLICITUD = 6398330 Y NUMERO CORRELATIVO = 142622010710312500                                                                                        	Q	1558164	1576	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:30:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	340,00	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	2332,40	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A BANCO PYME DE LA COMUNIDAD S.A. CON NUMERO DE SOLICITUD = 6398331 Y NUMERO CORRELATIVO = 142622010710312501                                                                                    	Q	1558165	1577	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:30:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
D0011		D	1200,00	6,86000000000	1	34 	5247      	7/1/2022	ACCL-CTA.LIQUIDADORA CAMARA DE CHEQUES            	EE.UU. - DOLAR - COMPRA       	ADMINISTRADORA DE CAMARAS DE COMPENSACION Y LIQUIDACION S.A. ACCL S.A.                                                  	0	8232,00	0	0	009416	 E08 PAGO DE POSICION ACREEDORA ACCL DE ADMINISTRADORA DE CAMARA DE COMPENSACION Y LIQUIDACION S.A. (ACCL) A COOPERATIVA DE AHORRO Y CRÉDITO ABIERTA SAN MARTIN DE PORRES R.L. CON NUMERO DE SOLICITUD = 6398327 Y NUMERO CORRELATIVO = 142622010710312497                                                  	Q	1558166	1578	1	01 BANCO CENTRAL DE BOLIVIA                       	7/1/2022 13:30:35	0414      	OTROS DEPOSITOS                                   	0414J     	CUENTAS LIQUIDADORAS-CAMARAS DE COMPENSACION      	1426  	34 
